0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,MIT,
0.82,0.75,0.54,0.23,0.5,0,0.46,0.22,EXC,
0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,CYT,
0.49,0.38,0.56,0.09,0.5,0,0.46,0.22,CYT,
0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT,
0.63,0.65,0.42,0.18,0.5,0,0.54,0.27,ME3,
0.74,0.71,0.52,0.3,0.5,0,0.27,0.22,EXC,
0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,ME3,
0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,CYT,
0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,NUC,
0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,MIT,
0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,NUC,
0.63,0.62,0.42,0.12,0.5,0,0.52,0.25,CYT,
0.67,0.68,0.46,0.29,0.5,0,0.46,0.22,MIT,
0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,ME3,
0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,NUC,
0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,MIT,
0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,MIT,
0.39,0.45,0.53,0.18,0.5,0,0.54,0.22,CYT,
0.57,0.55,0.51,0.18,0.5,0,0.51,0.43,NUC,
0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,NUC,
0.38,0.49,0.54,1,0.5,0,0.5,0.27,CYT,
0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,MIT,
0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,MIT,
0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,ME3,
0.71,0.59,0.48,0.43,0.5,0,0.59,0.22,MIT,
0.45,0.66,0.39,0.11,0.5,0,0.54,0.22,ME3,
0.46,0.41,0.43,0.18,0.5,0,0.54,0.22,ME3,
0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,CYT,
0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,NUC,
0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,ME3,
0.32,0.47,0.55,0.12,0.5,0,0.52,0.22,CYT,
0.37,0.32,0.47,0.18,0.5,0,0.45,0.25,NUC,
0.48,0.61,0.44,0.2,0.5,0,0.47,0.22,CYT,
0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,NUC,
0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT,
0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,MIT,
0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,CYT,
0.74,0.72,0.47,0.25,0.5,0,0.57,0.22,ME1,
0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,CYT,
0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,ME3,
0.37,0.4,0.38,0.18,0.5,0,0.51,0.22,ME3,
0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,NUC,
0.27,0.36,0.6,0.33,0.5,0,0.37,0.31,NUC,
0.45,0.58,0.48,0.67,0.5,0,0.52,0.22,MIT,
0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,NUC,
0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,VAC,
0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,NUC,
0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,NUC,
0.36,0.46,0.62,0.46,0.5,0,0.51,0.33,CYT,
0.47,0.54,0.37,0.14,0.5,0,0.5,0.22,ME3,
0.78,0.74,0.42,0.26,0.5,0,0.43,0.22,ME1,
0.54,0.48,0.44,0.08,0.5,0,0.52,0.27,CYT,
0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,MIT,
0.64,0.61,0.56,0.15,0.5,0,0.54,0.22,VAC,
0.3,0.33,0.55,0.12,0.5,0,0.53,0.38,CYT,
0.67,0.71,0.52,0.65,0.5,0,0.53,0.36,NUC,
0.65,0.61,0.39,0.3,0.5,0,0.57,0.28,ME3,
0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,MIT,
0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,ME2,
0.54,0.65,0.49,0.34,0.5,0,0.52,0.22,CYT,
0.32,0.57,0.5,0.15,0.5,0,0.53,0.22,CYT,
0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,CYT,
0.49,0.48,0.51,0.21,0.5,0,0.53,0.22,NUC,
0.42,0.32,0.5,0.21,0.5,0,0.51,0.22,NUC,
0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,CYT,
0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,MIT,
0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,CYT,
0.31,0.31,0.54,0.18,0.5,0,0.52,0.29,NUC,
0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,NUC,
0.28,0.51,0.55,0.11,0.5,0,0.46,0.22,NUC,
0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,MIT,
0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,CYT,
0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,CYT,
0.58,0.48,0.51,0.47,0.5,0,0.55,0.22,NUC,
0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,NUC,
0.72,0.56,0.4,0.26,0.5,0,0.51,0.26,ME2,
0.37,0.29,0.45,0.15,0.5,0,0.49,0.22,NUC,
0.54,0.56,0.57,0.18,0.5,0,0.45,0.25,NUC,
0.47,0.52,0.5,0.4,0.5,0,0.41,0.22,CYT,
0.35,0.46,0.49,0.15,1,0,0.55,0.35,CYT,
0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,NUC,
0.62,0.51,0.52,0.42,0.5,0,0.54,0.27,NUC,
0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,NUC,
0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,CYT,
0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,NUC,
0.5,0.54,0.53,0.54,0.5,0,0.51,0.27,MIT,
0.77,0.73,0.49,0.46,0.5,0,0.38,0.22,EXC,
0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,CYT,
0.38,0.37,0.56,0.21,0.5,0,0.49,0.22,NUC,
0.48,0.54,0.56,0.29,0.5,0,0.51,0.43,NUC,
0.46,0.54,0.71,0.15,0.5,0,0.59,0.22,MIT,
0.64,0.59,0.56,0.23,0.5,0,0.46,0.22,CYT,
0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,CYT,
0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,CYT,
0.47,0.47,0.58,0.16,0.5,0,0.49,0.28,CYT,
0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,CYT,
0.75,0.76,0.58,0.22,0.5,0,0.49,0.22,EXC,
0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,VAC,
0.45,0.57,0.52,0.21,0.5,0,0.54,0.38,NUC,
0.39,0.39,0.65,0.16,0.5,0,0.45,0.22,CYT,
0.44,0.42,0.62,0.14,0.5,0,0.55,0.37,NUC,
0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,NUC,
0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,NUC,
0.49,0.36,0.47,0.28,0.5,0,0.56,0.54,NUC,
0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,NUC,

